LGA region,Postcode,People reporting fair or poor health status,People reporting fair or poor health status (rank),Females reporting fair or poor health status,Females reporting fair or poor health status (rank),Males reporting fair or poor health status,Males reporting fair or poor health status (rank),People receiving prescriptions,People receiving prescriptions (rank),Females receiving prescriptions,Females receiving prescriptions (rank),Males receiving prescriptions,Males receiving prescriptions (rank),"People who delayed purchasing prescribed medication, unable to afford","People who delayed purchasing prescribed medication, unable to afford (rank)",People reporting type 2 diabetes,People reporting type 2 diabetes (rank),People reporting high blood pressure,People reporting high blood pressure (rank),People reporting heart disease,People reporting heart disease (rank),"Cancer incidence per 1,000 population","Cancer incidence per 1,000 population (rank)","Cancer incidence per 1,000 females","Cancer incidence per 1,000 females (rank)","Cancer incidence per 1,000 males","Cancer incidence per 1,000 males (rank)"
Greater Geelong,3219,15.20%,38,15.90%,24,14.70%,48,75.90%,29,82.40%,26,69.10%,28,14.00%,10,4.00%,58,28.70%,19,7.90%,22,5.9,36,5.7,33,6.2,38
Greater Geelong,3220,15.20%,38,15.90%,24,14.70%,48,75.90%,29,82.40%,26,69.10%,28,14.00%,10,4.00%,58,28.70%,19,7.90%,22,5.9,36,5.7,33,6.2,38
Greater Geelong,3221,15.20%,38,15.90%,24,14.70%,48,75.90%,29,82.40%,26,69.10%,28,14.00%,10,4.00%,58,28.70%,19,7.90%,22,5.9,36,5.7,33,6.2,38
Greater Geelong,3222,15.20%,38,15.90%,24,14.70%,48,75.90%,29,82.40%,26,69.10%,28,14.00%,10,4.00%,58,28.70%,19,7.90%,22,5.9,36,5.7,33,6.2,38
Greater Geelong,3223,15.20%,38,15.90%,24,14.70%,48,75.90%,29,82.40%,26,69.10%,28,14.00%,10,4.00%,58,28.70%,19,7.90%,22,5.9,36,5.7,33,6.2,38
Greater Geelong,3224,15.20%,38,15.90%,24,14.70%,48,75.90%,29,82.40%,26,69.10%,28,14.00%,10,4.00%,58,28.70%,19,7.90%,22,5.9,36,5.7,33,6.2,38
Greater Geelong,3225,15.20%,38,15.90%,24,14.70%,48,75.90%,29,82.40%,26,69.10%,28,14.00%,10,4.00%,58,28.70%,19,7.90%,22,5.9,36,5.7,33,6.2,38
Greater Geelong,3226,15.20%,38,15.90%,24,14.70%,48,75.90%,29,82.40%,26,69.10%,28,14.00%,10,4.00%,58,28.70%,19,7.90%,22,5.9,36,5.7,33,6.2,38
Greater Geelong,3227,15.20%,38,15.90%,24,14.70%,48,75.90%,29,82.40%,26,69.10%,28,14.00%,10,4.00%,58,28.70%,19,7.90%,22,5.9,36,5.7,33,6.2,38
Greater Geelong,3228,15.20%,38,15.90%,24,14.70%,48,75.90%,29,82.40%,26,69.10%,28,14.00%,10,4.00%,58,28.70%,19,7.90%,22,5.9,36,5.7,33,6.2,38
Greater Geelong,3240,15.20%,38,15.90%,24,14.70%,48,75.90%,29,82.40%,26,69.10%,28,14.00%,10,4.00%,58,28.70%,19,7.90%,22,5.9,36,5.7,33,6.2,38
Greater Geelong,3331,15.20%,38,15.90%,24,14.70%,48,75.90%,29,82.40%,26,69.10%,28,14.00%,10,4.00%,58,28.70%,19,7.90%,22,5.9,36,5.7,33,6.2,38
Greater Geelong,3340,15.20%,38,15.90%,24,14.70%,48,75.90%,29,82.40%,26,69.10%,28,14.00%,10,4.00%,58,28.70%,19,7.90%,22,5.9,36,5.7,33,6.2,38
Greater Geelong,3342,15.20%,38,15.90%,24,14.70%,48,75.90%,29,82.40%,26,69.10%,28,14.00%,10,4.00%,58,28.70%,19,7.90%,22,5.9,36,5.7,33,6.2,38
Greater Shepparton,3608,15.10%,39,18.20%,11,12.10%,65,78.60%,14,84.60%,16,72.60%,11,13.30%,30,4.90%,39,25.40%,46,8.10%,18,5.8,43,5.4,41,6.1,43
Greater Shepparton,3610,15.10%,39,18.20%,11,12.10%,65,78.60%,14,84.60%,16,72.60%,11,13.30%,30,4.90%,39,25.40%,46,8.10%,18,5.8,43,5.4,41,6.1,43
Greater Shepparton,3612,15.10%,39,18.20%,11,12.10%,65,78.60%,14,84.60%,16,72.60%,11,13.30%,30,4.90%,39,25.40%,46,8.10%,18,5.8,43,5.4,41,6.1,43
Greater Shepparton,3614,15.10%,39,18.20%,11,12.10%,65,78.60%,14,84.60%,16,72.60%,11,13.30%,30,4.90%,39,25.40%,46,8.10%,18,5.8,43,5.4,41,6.1,43
Greater Shepparton,3616,15.10%,39,18.20%,11,12.10%,65,78.60%,14,84.60%,16,72.60%,11,13.30%,30,4.90%,39,25.40%,46,8.10%,18,5.8,43,5.4,41,6.1,43
Greater Shepparton,3617,15.10%,39,18.20%,11,12.10%,65,78.60%,14,84.60%,16,72.60%,11,13.30%,30,4.90%,39,25.40%,46,8.10%,18,5.8,43,5.4,41,6.1,43
Greater Shepparton,3618,15.10%,39,18.20%,11,12.10%,65,78.60%,14,84.60%,16,72.60%,11,13.30%,30,4.90%,39,25.40%,46,8.10%,18,5.8,43,5.4,41,6.1,43
Greater Shepparton,3620,15.10%,39,18.20%,11,12.10%,65,78.60%,14,84.60%,16,72.60%,11,13.30%,30,4.90%,39,25.40%,46,8.10%,18,5.8,43,5.4,41,6.1,43
Greater Shepparton,3623,15.10%,39,18.20%,11,12.10%,65,78.60%,14,84.60%,16,72.60%,11,13.30%,30,4.90%,39,25.40%,46,8.10%,18,5.8,43,5.4,41,6.1,43
Greater Shepparton,3624,15.10%,39,18.20%,11,12.10%,65,78.60%,14,84.60%,16,72.60%,11,13.30%,30,4.90%,39,25.40%,46,8.10%,18,5.8,43,5.4,41,6.1,43
Greater Shepparton,3629,15.10%,39,18.20%,11,12.10%,65,78.60%,14,84.60%,16,72.60%,11,13.30%,30,4.90%,39,25.40%,46,8.10%,18,5.8,43,5.4,41,6.1,43
Greater Shepparton,3630,15.10%,39,18.20%,11,12.10%,65,78.60%,14,84.60%,16,72.60%,11,13.30%,30,4.90%,39,25.40%,46,8.10%,18,5.8,43,5.4,41,6.1,43
Greater Shepparton,3631,15.10%,39,18.20%,11,12.10%,65,78.60%,14,84.60%,16,72.60%,11,13.30%,30,4.90%,39,25.40%,46,8.10%,18,5.8,43,5.4,41,6.1,43
Greater Shepparton,3633,15.10%,39,18.20%,11,12.10%,65,78.60%,14,84.60%,16,72.60%,11,13.30%,30,4.90%,39,25.40%,46,8.10%,18,5.8,43,5.4,41,6.1,43
Greater Shepparton,3634,15.10%,39,18.20%,11,12.10%,65,78.60%,14,84.60%,16,72.60%,11,13.30%,30,4.90%,39,25.40%,46,8.10%,18,5.8,43,5.4,41,6.1,43
Greater Shepparton,3635,15.10%,39,18.20%,11,12.10%,65,78.60%,14,84.60%,16,72.60%,11,13.30%,30,4.90%,39,25.40%,46,8.10%,18,5.8,43,5.4,41,6.1,43
Greater Shepparton,3636,15.10%,39,18.20%,11,12.10%,65,78.60%,14,84.60%,16,72.60%,11,13.30%,30,4.90%,39,25.40%,46,8.10%,18,5.8,43,5.4,41,6.1,43
Greater Shepparton,3638,15.10%,39,18.20%,11,12.10%,65,78.60%,14,84.60%,16,72.60%,11,13.30%,30,4.90%,39,25.40%,46,8.10%,18,5.8,43,5.4,41,6.1,43
Greater Shepparton,3646,15.10%,39,18.20%,11,12.10%,65,78.60%,14,84.60%,16,72.60%,11,13.30%,30,4.90%,39,25.40%,46,8.10%,18,5.8,43,5.4,41,6.1,43
Greater Shepparton,3666,15.10%,39,18.20%,11,12.10%,65,78.60%,14,84.60%,16,72.60%,11,13.30%,30,4.90%,39,25.40%,46,8.10%,18,5.8,43,5.4,41,6.1,43
Greater Shepparton,3669,15.10%,39,18.20%,11,12.10%,65,78.60%,14,84.60%,16,72.60%,11,13.30%,30,4.90%,39,25.40%,46,8.10%,18,5.8,43,5.4,41,6.1,43
Greater Shepparton,3726,15.10%,39,18.20%,11,12.10%,65,78.60%,14,84.60%,16,72.60%,11,13.30%,30,4.90%,39,25.40%,46,8.10%,18,5.8,43,5.4,41,6.1,43
Hepburn,3341,11.50%,64,8.10%,75,14.90%,45,72.60%,48,76.90%,55,68.00%,38,13.50%,20,5.00%,36,27.30%,33,8.80%,10,6.9,23,6.4,18,7.3,26
Hepburn,3345,11.50%,64,8.10%,75,14.90%,45,72.60%,48,76.90%,55,68.00%,38,13.50%,20,5.00%,36,27.30%,33,8.80%,10,6.9,23,6.4,18,7.3,26
Hepburn,3350,11.50%,64,8.10%,75,14.90%,45,72.60%,48,76.90%,55,68.00%,38,13.50%,20,5.00%,36,27.30%,33,8.80%,10,6.9,23,6.4,18,7.3,26
Hepburn,3352,11.50%,64,8.10%,75,14.90%,45,72.60%,48,76.90%,55,68.00%,38,13.50%,20,5.00%,36,27.30%,33,8.80%,10,6.9,23,6.4,18,7.3,26
Hepburn,3363,11.50%,64,8.10%,75,14.90%,45,72.60%,48,76.90%,55,68.00%,38,13.50%,20,5.00%,36,27.30%,33,8.80%,10,6.9,23,6.4,18,7.3,26
Hepburn,3364,11.50%,64,8.10%,75,14.90%,45,72.60%,48,76.90%,55,68.00%,38,13.50%,20,5.00%,36,27.30%,33,8.80%,10,6.9,23,6.4,18,7.3,26
Hepburn,3370,11.50%,64,8.10%,75,14.90%,45,72.60%,48,76.90%,55,68.00%,38,13.50%,20,5.00%,36,27.30%,33,8.80%,10,6.9,23,6.4,18,7.3,26
Hepburn,3371,11.50%,64,8.10%,75,14.90%,45,72.60%,48,76.90%,55,68.00%,38,13.50%,20,5.00%,36,27.30%,33,8.80%,10,6.9,23,6.4,18,7.3,26
Hepburn,3442,11.50%,64,8.10%,75,14.90%,45,72.60%,48,76.90%,55,68.00%,38,13.50%,20,5.00%,36,27.30%,33,8.80%,10,6.9,23,6.4,18,7.3,26
Hepburn,3444,11.50%,64,8.10%,75,14.90%,45,72.60%,48,76.90%,55,68.00%,38,13.50%,20,5.00%,36,27.30%,33,8.80%,10,6.9,23,6.4,18,7.3,26
Hepburn,3446,11.50%,64,8.10%,75,14.90%,45,72.60%,48,76.90%,55,68.00%,38,13.50%,20,5.00%,36,27.30%,33,8.80%,10,6.9,23,6.4,18,7.3,26
Hepburn,3447,11.50%,64,8.10%,75,14.90%,45,72.60%,48,76.90%,55,68.00%,38,13.50%,20,5.00%,36,27.30%,33,8.80%,10,6.9,23,6.4,18,7.3,26
Hepburn,3451,11.50%,64,8.10%,75,14.90%,45,72.60%,48,76.90%,55,68.00%,38,13.50%,20,5.00%,36,27.30%,33,8.80%,10,6.9,23,6.4,18,7.3,26
Hepburn,3458,11.50%,64,8.10%,75,14.90%,45,72.60%,48,76.90%,55,68.00%,38,13.50%,20,5.00%,36,27.30%,33,8.80%,10,6.9,23,6.4,18,7.3,26
Hepburn,3460,11.50%,64,8.10%,75,14.90%,45,72.60%,48,76.90%,55,68.00%,38,13.50%,20,5.00%,36,27.30%,33,8.80%,10,6.9,23,6.4,18,7.3,26
Hepburn,3461,11.50%,64,8.10%,75,14.90%,45,72.60%,48,76.90%,55,68.00%,38,13.50%,20,5.00%,36,27.30%,33,8.80%,10,6.9,23,6.4,18,7.3,26
Hepburn,3462,11.50%,64,8.10%,75,14.90%,45,72.60%,48,76.90%,55,68.00%,38,13.50%,20,5.00%,36,27.30%,33,8.80%,10,6.9,23,6.4,18,7.3,26
Hindmarsh,3391,19.60%,9,14.50%,34,25.60%,4,81.90%,4,88.30%,4,75.50%,5,13.40%,25,5.70%,22,22.90%,62,7.80%,23,7.8,8,5.7,30,9.8,5
Hindmarsh,3393,19.60%,9,14.50%,34,25.60%,4,81.90%,4,88.30%,4,75.50%,5,13.40%,25,5.70%,22,22.90%,62,7.80%,23,7.8,8,5.7,30,9.8,5
Hindmarsh,3395,19.60%,9,14.50%,34,25.60%,4,81.90%,4,88.30%,4,75.50%,5,13.40%,25,5.70%,22,22.90%,62,7.80%,23,7.8,8,5.7,30,9.8,5
Hindmarsh,3401,19.60%,9,14.50%,34,25.60%,4,81.90%,4,88.30%,4,75.50%,5,13.40%,25,5.70%,22,22.90%,62,7.80%,23,7.8,8,5.7,30,9.8,5
Hindmarsh,3409,19.60%,9,14.50%,34,25.60%,4,81.90%,4,88.30%,4,75.50%,5,13.40%,25,5.70%,22,22.90%,62,7.80%,23,7.8,8,5.7,30,9.8,5
Hindmarsh,3414,19.60%,9,14.50%,34,25.60%,4,81.90%,4,88.30%,4,75.50%,5,13.40%,25,5.70%,22,22.90%,62,7.80%,23,7.8,8,5.7,30,9.8,5
Hindmarsh,3418,19.60%,9,14.50%,34,25.60%,4,81.90%,4,88.30%,4,75.50%,5,13.40%,25,5.70%,22,22.90%,62,7.80%,23,7.8,8,5.7,30,9.8,5
Hindmarsh,3419,19.60%,9,14.50%,34,25.60%,4,81.90%,4,88.30%,4,75.50%,5,13.40%,25,5.70%,22,22.90%,62,7.80%,23,7.8,8,5.7,30,9.8,5
Hindmarsh,3420,19.60%,9,14.50%,34,25.60%,4,81.90%,4,88.30%,4,75.50%,5,13.40%,25,5.70%,22,22.90%,62,7.80%,23,7.8,8,5.7,30,9.8,5
Hindmarsh,3423,19.60%,9,14.50%,34,25.60%,4,81.90%,4,88.30%,4,75.50%,5,13.40%,25,5.70%,22,22.90%,62,7.80%,23,7.8,8,5.7,30,9.8,5
Hindmarsh,3424,19.60%,9,14.50%,34,25.60%,4,81.90%,4,88.30%,4,75.50%,5,13.40%,25,5.70%,22,22.90%,62,7.80%,23,7.8,8,5.7,30,9.8,5
Hindmarsh,3490,19.60%,9,14.50%,34,25.60%,4,81.90%,4,88.30%,4,75.50%,5,13.40%,25,5.70%,22,22.90%,62,7.80%,23,7.8,8,5.7,30,9.8,5
Hobsons Bay,3012,15.80%,34,13.20%,42,18.00%,24,69.90%,60,76.20%,59,63.60%,61,11.90%,49,5.90%,19,26.50%,39,8.10%,16,5.1,62,4.8,56,5.5,62
Hobsons Bay,3013,15.80%,34,13.20%,42,18.00%,24,69.90%,60,76.20%,59,63.60%,61,11.90%,49,5.90%,19,26.50%,39,8.10%,16,5.1,62,4.8,56,5.5,62
Hobsons Bay,3015,15.80%,34,13.20%,42,18.00%,24,69.90%,60,76.20%,59,63.60%,61,11.90%,49,5.90%,19,26.50%,39,8.10%,16,5.1,62,4.8,56,5.5,62
Hobsons Bay,3016,15.80%,34,13.20%,42,18.00%,24,69.90%,60,76.20%,59,63.60%,61,11.90%,49,5.90%,19,26.50%,39,8.10%,16,5.1,62,4.8,56,5.5,62
Hobsons Bay,3018,15.80%,34,13.20%,42,18.00%,24,69.90%,60,76.20%,59,63.60%,61,11.90%,49,5.90%,19,26.50%,39,8.10%,16,5.1,62,4.8,56,5.5,62
Hobsons Bay,3025,15.80%,34,13.20%,42,18.00%,24,69.90%,60,76.20%,59,63.60%,61,11.90%,49,5.90%,19,26.50%,39,8.10%,16,5.1,62,4.8,56,5.5,62
Hobsons Bay,3026,15.80%,34,13.20%,42,18.00%,24,69.90%,60,76.20%,59,63.60%,61,11.90%,49,5.90%,19,26.50%,39,8.10%,16,5.1,62,4.8,56,5.5,62
Hobsons Bay,3027,15.80%,34,13.20%,42,18.00%,24,69.90%,60,76.20%,59,63.60%,61,11.90%,49,5.90%,19,26.50%,39,8.10%,16,5.1,62,4.8,56,5.5,62
Hobsons Bay,3028,15.80%,34,13.20%,42,18.00%,24,69.90%,60,76.20%,59,63.60%,61,11.90%,49,5.90%,19,26.50%,39,8.10%,16,5.1,62,4.8,56,5.5,62
Hobsons Bay,3030,15.80%,34,13.20%,42,18.00%,24,69.90%,60,76.20%,59,63.60%,61,11.90%,49,5.90%,19,26.50%,39,8.10%,16,5.1,62,4.8,56,5.5,62
Hobsons Bay,3207,15.80%,34,13.20%,42,18.00%,24,69.90%,60,76.20%,59,63.60%,61,11.90%,49,5.90%,19,26.50%,39,8.10%,16,5.1,62,4.8,56,5.5,62
Horsham,3314,18.70%,12,22.50%,7,17.00%,31,77.70%,17,85.10%,14,70.10%,24,13.40%,24,3.40%,70,28.20%,28,6.50%,53,5.6,48,5.1,45,6.1,41
Horsham,3317,18.70%,12,22.50%,7,17.00%,31,77.70%,17,85.10%,14,70.10%,24,13.40%,24,3.40%,70,28.20%,28,6.50%,53,5.6,48,5.1,45,6.1,41
Horsham,3381,18.70%,12,22.50%,7,17.00%,31,77.70%,17,85.10%,14,70.10%,24,13.40%,24,3.40%,70,28.20%,28,6.50%,53,5.6,48,5.1,45,6.1,41
Horsham,3385,18.70%,12,22.50%,7,17.00%,31,77.70%,17,85.10%,14,70.10%,24,13.40%,24,3.40%,70,28.20%,28,6.50%,53,5.6,48,5.1,45,6.1,41
Horsham,3390,18.70%,12,22.50%,7,17.00%,31,77.70%,17,85.10%,14,70.10%,24,13.40%,24,3.40%,70,28.20%,28,6.50%,53,5.6,48,5.1,45,6.1,41
Horsham,3392,18.70%,12,22.50%,7,17.00%,31,77.70%,17,85.10%,14,70.10%,24,13.40%,24,3.40%,70,28.20%,28,6.50%,53,5.6,48,5.1,45,6.1,41
Horsham,3400,18.70%,12,22.50%,7,17.00%,31,77.70%,17,85.10%,14,70.10%,24,13.40%,24,3.40%,70,28.20%,28,6.50%,53,5.6,48,5.1,45,6.1,41
Horsham,3401,18.70%,12,22.50%,7,17.00%,31,77.70%,17,85.10%,14,70.10%,24,13.40%,24,3.40%,70,28.20%,28,6.50%,53,5.6,48,5.1,45,6.1,41
Horsham,3407,18.70%,12,22.50%,7,17.00%,31,77.70%,17,85.10%,14,70.10%,24,13.40%,24,3.40%,70,28.20%,28,6.50%,53,5.6,48,5.1,45,6.1,41
Horsham,3409,18.70%,12,22.50%,7,17.00%,31,77.70%,17,85.10%,14,70.10%,24,13.40%,24,3.40%,70,28.20%,28,6.50%,53,5.6,48,5.1,45,6.1,41
Horsham,3414,18.70%,12,22.50%,7,17.00%,31,77.70%,17,85.10%,14,70.10%,24,13.40%,24,3.40%,70,28.20%,28,6.50%,53,5.6,48,5.1,45,6.1,41
Horsham,3418,18.70%,12,22.50%,7,17.00%,31,77.70%,17,85.10%,14,70.10%,24,13.40%,24,3.40%,70,28.20%,28,6.50%,53,5.6,48,5.1,45,6.1,41
Hume,3036,21.80%,5,25.70%,2,16.50%,34,76.20%,27,81.20%,35,71.00%,20,12.40%,39,6.90%,6,30.80%,7,7.40%,31,3.9,74,3.5,76,4.2,72
Hume,3037,21.80%,5,25.70%,2,16.50%,34,76.20%,27,81.20%,35,71.00%,20,12.40%,39,6.90%,6,30.80%,7,7.40%,31,3.9,74,3.5,76,4.2,72
Hume,3042,21.80%,5,25.70%,2,16.50%,34,76.20%,27,81.20%,35,71.00%,20,12.40%,39,6.90%,6,30.80%,7,7.40%,31,3.9,74,3.5,76,4.2,72
Hume,3043,21.80%,5,25.70%,2,16.50%,34,76.20%,27,81.20%,35,71.00%,20,12.40%,39,6.90%,6,30.80%,7,7.40%,31,3.9,74,3.5,76,4.2,72
Hume,3045,21.80%,5,25.70%,2,16.50%,34,76.20%,27,81.20%,35,71.00%,20,12.40%,39,6.90%,6,30.80%,7,7.40%,31,3.9,74,3.5,76,4.2,72
Hume,3046,21.80%,5,25.70%,2,16.50%,34,76.20%,27,81.20%,35,71.00%,20,12.40%,39,6.90%,6,30.80%,7,7.40%,31,3.9,74,3.5,76,4.2,72
Hume,3047,21.80%,5,25.70%,2,16.50%,34,76.20%,27,81.20%,35,71.00%,20,12.40%,39,6.90%,6,30.80%,7,7.40%,31,3.9,74,3.5,76,4.2,72
Hume,3048,21.80%,5,25.70%,2,16.50%,34,76.20%,27,81.20%,35,71.00%,20,12.40%,39,6.90%,6,30.80%,7,7.40%,31,3.9,74,3.5,76,4.2,72
Hume,3049,21.80%,5,25.70%,2,16.50%,34,76.20%,27,81.20%,35,71.00%,20,12.40%,39,6.90%,6,30.80%,7,7.40%,31,3.9,74,3.5,76,4.2,72
Hume,3059,21.80%,5,25.70%,2,16.50%,34,76.20%,27,81.20%,35,71.00%,20,12.40%,39,6.90%,6,30.80%,7,7.40%,31,3.9,74,3.5,76,4.2,72
Hume,3060,21.80%,5,25.70%,2,16.50%,34,76.20%,27,81.20%,35,71.00%,20,12.40%,39,6.90%,6,30.80%,7,7.40%,31,3.9,74,3.5,76,4.2,72
Hume,3061,21.80%,5,25.70%,2,16.50%,34,76.20%,27,81.20%,35,71.00%,20,12.40%,39,6.90%,6,30.80%,7,7.40%,31,3.9,74,3.5,76,4.2,72
Hume,3062,21.80%,5,25.70%,2,16.50%,34,76.20%,27,81.20%,35,71.00%,20,12.40%,39,6.90%,6,30.80%,7,7.40%,31,3.9,74,3.5,76,4.2,72
Hume,3063,21.80%,5,25.70%,2,16.50%,34,76.20%,27,81.20%,35,71.00%,20,12.40%,39,6.90%,6,30.80%,7,7.40%,31,3.9,74,3.5,76,4.2,72
Hume,3064,21.80%,5,25.70%,2,16.50%,34,76.20%,27,81.20%,35,71.00%,20,12.40%,39,6.90%,6,30.80%,7,7.40%,31,3.9,74,3.5,76,4.2,72
Hume,3074,21.80%,5,25.70%,2,16.50%,34,76.20%,27,81.20%,35,71.00%,20,12.40%,39,6.90%,6,30.80%,7,7.40%,31,3.9,74,3.5,76,4.2,72
Hume,3075,21.80%,5,25.70%,2,16.50%,34,76.20%,27,81.20%,35,71.00%,20,12.40%,39,6.90%,6,30.80%,7,7.40%,31,3.9,74,3.5,76,4.2,72
Hume,3427,21.80%,5,25.70%,2,16.50%,34,76.20%,27,81.20%,35,71.00%,20,12.40%,39,6.90%,6,30.80%,7,7.40%,31,3.9,74,3.5,76,4.2,72
Hume,3428,21.80%,5,25.70%,2,16.50%,34,76.20%,27,81.20%,35,71.00%,20,12.40%,39,6.90%,6,30.80%,7,7.40%,31,3.9,74,3.5,76,4.2,72
Hume,3429,21.80%,5,25.70%,2,16.50%,34,76.20%,27,81.20%,35,71.00%,20,12.40%,39,6.90%,6,30.80%,7,7.40%,31,3.9,74,3.5,76,4.2,72
Hume,3430,21.80%,5,25.70%,2,16.50%,34,76.20%,27,81.20%,35,71.00%,20,12.40%,39,6.90%,6,30.80%,7,7.40%,31,3.9,74,3.5,76,4.2,72
Hume,3431,21.80%,5,25.70%,2,16.50%,34,76.20%,27,81.20%,35,71.00%,20,12.40%,39,6.90%,6,30.80%,7,7.40%,31,3.9,74,3.5,76,4.2,72
Hume,3437,21.80%,5,25.70%,2,16.50%,34,76.20%,27,81.20%,35,71.00%,20,12.40%,39,6.90%,6,30.80%,7,7.40%,31,3.9,74,3.5,76,4.2,72
Hume,3750,21.80%,5,25.70%,2,16.50%,34,76.20%,27,81.20%,35,71.00%,20,12.40%,39,6.90%,6,30.80%,7,7.40%,31,3.9,74,3.5,76,4.2,72
Hume,3751,21.80%,5,25.70%,2,16.50%,34,76.20%,27,81.20%,35,71.00%,20,12.40%,39,6.90%,6,30.80%,7,7.40%,31,3.9,74,3.5,76,4.2,72
Hume,3756,21.80%,5,25.70%,2,16.50%,34,76.20%,27,81.20%,35,71.00%,20,12.40%,39,6.90%,6,30.80%,7,7.40%,31,3.9,74,3.5,76,4.2,72
Indigo,2640,13.40%,53,12.90%,46,13.90%,55,65.30%,70,71.10%,69,59.50%,70,12.10%,45,4.20%,49,21.20%,70,6.90%,40,5.7,45,6,25,5.4,63
Indigo,2643,13.40%,53,12.90%,46,13.90%,55,65.30%,70,71.10%,69,59.50%,70,12.10%,45,4.20%,49,21.20%,70,6.90%,40,5.7,45,6,25,5.4,63
Indigo,2646,13.40%,53,12.90%,46,13.90%,55,65.30%,70,71.10%,69,59.50%,70,12.10%,45,4.20%,49,21.20%,70,6.90%,40,5.7,45,6,25,5.4,63
Indigo,3678,13.40%,53,12.90%,46,13.90%,55,65.30%,70,71.10%,69,59.50%,70,12.10%,45,4.20%,49,21.20%,70,6.90%,40,5.7,45,6,25,5.4,63
Indigo,3682,13.40%,53,12.90%,46,13.90%,55,65.30%,70,71.10%,69,59.50%,70,12.10%,45,4.20%,49,21.20%,70,6.90%,40,5.7,45,6,25,5.4,63
Indigo,3683,13.40%,53,12.90%,46,13.90%,55,65.30%,70,71.10%,69,59.50%,70,12.10%,45,4.20%,49,21.20%,70,6.90%,40,5.7,45,6,25,5.4,63
Indigo,3685,13.40%,53,12.90%,46,13.90%,55,65.30%,70,71.10%,69,59.50%,70,12.10%,45,4.20%,49,21.20%,70,6.90%,40,5.7,45,6,25,5.4,63
Indigo,3687,13.40%,53,12.90%,46,13.90%,55,65.30%,70,71.10%,69,59.50%,70,12.10%,45,4.20%,49,21.20%,70,6.90%,40,5.7,45,6,25,5.4,63
Indigo,3688,13.40%,53,12.90%,46,13.90%,55,65.30%,70,71.10%,69,59.50%,70,12.10%,45,4.20%,49,21.20%,70,6.90%,40,5.7,45,6,25,5.4,63
Indigo,3691,13.40%,53,12.90%,46,13.90%,55,65.30%,70,71.10%,69,59.50%,70,12.10%,45,4.20%,49,21.20%,70,6.90%,40,5.7,45,6,25,5.4,63
Indigo,3695,13.40%,53,12.90%,46,13.90%,55,65.30%,70,71.10%,69,59.50%,70,12.10%,45,4.20%,49,21.20%,70,6.90%,40,5.7,45,6,25,5.4,63
Indigo,3701,13.40%,53,12.90%,46,13.90%,55,65.30%,70,71.10%,69,59.50%,70,12.10%,45,4.20%,49,21.20%,70,6.90%,40,5.7,45,6,25,5.4,63
Indigo,3730,13.40%,53,12.90%,46,13.90%,55,65.30%,70,71.10%,69,59.50%,70,12.10%,45,4.20%,49,21.20%,70,6.90%,40,5.7,45,6,25,5.4,63
Indigo,3737,13.40%,53,12.90%,46,13.90%,55,65.30%,70,71.10%,69,59.50%,70,12.10%,45,4.20%,49,21.20%,70,6.90%,40,5.7,45,6,25,5.4,63
Indigo,3747,13.40%,53,12.90%,46,13.90%,55,65.30%,70,71.10%,69,59.50%,70,12.10%,45,4.20%,49,21.20%,70,6.90%,40,5.7,45,6,25,5.4,63
Indigo,3749,13.40%,53,12.90%,46,13.90%,55,65.30%,70,71.10%,69,59.50%,70,12.10%,45,4.20%,49,21.20%,70,6.90%,40,5.7,45,6,25,5.4,63
Kingston,3165,17.40%,23,13.90%,35,21.90%,10,71.90%,51,77.20%,54,66.40%,48,12.40%,36,4.10%,55,22.80%,63,6.30%,58,5.7,47,5.5,40,5.9,50
Kingston,3167,17.40%,23,13.90%,35,21.90%,10,71.90%,51,77.20%,54,66.40%,48,12.40%,36,4.10%,55,22.80%,63,6.30%,58,5.7,47,5.5,40,5.9,50
Kingston,3168,17.40%,23,13.90%,35,21.90%,10,71.90%,51,77.20%,54,66.40%,48,12.40%,36,4.10%,55,22.80%,63,6.30%,58,5.7,47,5.5,40,5.9,50
Kingston,3169,17.40%,23,13.90%,35,21.90%,10,71.90%,51,77.20%,54,66.40%,48,12.40%,36,4.10%,55,22.80%,63,6.30%,58,5.7,47,5.5,40,5.9,50
Kingston,3171,17.40%,23,13.90%,35,21.90%,10,71.90%,51,77.20%,54,66.40%,48,12.40%,36,4.10%,55,22.80%,63,6.30%,58,5.7,47,5.5,40,5.9,50
Kingston,3172,17.40%,23,13.90%,35,21.90%,10,71.90%,51,77.20%,54,66.40%,48,12.40%,36,4.10%,55,22.80%,63,6.30%,58,5.7,47,5.5,40,5.9,50
Kingston,3173,17.40%,23,13.90%,35,21.90%,10,71.90%,51,77.20%,54,66.40%,48,12.40%,36,4.10%,55,22.80%,63,6.30%,58,5.7,47,5.5,40,5.9,50
Kingston,3175,17.40%,23,13.90%,35,21.90%,10,71.90%,51,77.20%,54,66.40%,48,12.40%,36,4.10%,55,22.80%,63,6.30%,58,5.7,47,5.5,40,5.9,50
Kingston,3188,17.40%,23,13.90%,35,21.90%,10,71.90%,51,77.20%,54,66.40%,48,12.40%,36,4.10%,55,22.80%,63,6.30%,58,5.7,47,5.5,40,5.9,50
